"Procode","SpellStart","n"
"RD3",2021-01-03,86
"RD3",2021-01-04,233
"RD3",2021-01-05,224
"RD3",2021-01-06,228
"RD3",2021-01-07,213
"RD3",2021-01-08,213
"RD3",2021-01-09,143
"RD3",2021-01-10,84
"RD3",2021-01-11,206
"RD3",2021-01-12,206
"RD3",2021-01-13,182
"RD3",2021-01-14,182
"RD3",2021-01-15,173
"RD3",2021-01-16,126
"RD3",2021-01-17,65
"RD3",2021-01-18,174
"RD3",2021-01-19,164
"RD3",2021-01-20,175
"RD3",2021-01-21,193
"RD3",2021-01-22,190
"RD3",2021-01-23,115
"RD3",2021-01-24,79
"RD3",2021-01-25,180
"RD3",2021-01-26,188
"RD3",2021-01-27,185
"RD3",2021-01-28,189
"RD3",2021-01-29,208
"RD3",2021-01-30,94
"RD3",2021-01-31,81
"RD3",2021-02-01,186
"RD3",2021-02-02,206
"RD3",2021-02-03,191
"RD3",2021-02-04,202
"RD3",2021-02-05,181
"RD3",2021-02-06,111
"RD3",2021-02-07,83
"RD3",2021-02-08,197
"RD3",2021-02-09,191
"RD3",2021-02-10,186
"RD3",2021-02-11,177
"RD3",2021-02-12,206
"RD3",2021-02-13,98
"RD3",2021-02-14,85
"RD3",2021-02-15,188
"RD3",2021-02-16,187
"RD3",2021-02-17,207
"RD8",2020-06-11,26
"RD8",2020-06-12,32
"RD8",2020-06-13,22
"RD8",2020-06-14,17
"RD8",2020-06-15,25
"RD8",2020-06-16,24
"RD8",2020-06-17,21
"RD8",2020-06-18,14
"RD8",2020-06-19,25
"RD8",2020-06-20,15
"RD8",2020-06-21,18
"RD8",2020-06-22,26
"RD8",2020-06-23,28
"RD8",2020-06-24,17
"RD8",2020-06-25,20
"RD8",2020-06-26,23
"RD8",2020-06-27,30
"RD8",2020-06-28,20
"RD8",2020-06-29,24
"RD8",2020-06-30,33
"RD8",2020-07-01,27
"RD8",2020-07-02,21
"RD8",2020-07-03,29
"RD8",2020-07-04,18
"RD8",2020-07-05,28
"RD8",2020-07-06,27
"RD8",2020-07-07,29
"RD8",2020-07-08,19
"RD8",2020-07-09,26
"RD8",2020-07-10,27
"RD8",2020-07-11,28
"RD8",2020-07-12,21
"RD8",2020-07-13,24
"RD8",2020-07-14,27
"RD8",2020-07-15,30
"RD8",2020-07-16,33
"RD8",2020-07-17,25
"RD8",2020-07-18,23
"RD8",2020-07-19,16
"RD8",2020-07-20,37
"RD8",2020-07-21,27
"RD8",2020-07-22,32
"RD8",2020-07-23,23
"RD8",2020-07-24,27
"RD8",2020-07-25,17
"RD8",2020-07-26,27
"RD8",2020-07-27,31
"RD8",2020-07-28,26
"RD8",2020-07-29,26
"RD8",2020-07-30,28
"RD8",2020-07-31,31
"RD8",2020-08-01,30
"RD8",2020-08-02,36
"RD8",2020-08-03,30
"RD8",2020-08-04,36
"RD8",2020-08-05,35
"RD8",2020-08-06,23
"RD8",2020-08-07,33
"RD8",2020-08-08,26
"RD8",2020-08-09,20
"RD8",2020-08-10,40
"RD8",2020-08-11,35
"RD8",2020-08-12,39
"RD8",2020-08-13,45
"RD8",2020-08-14,34
"RD8",2020-08-15,37
"RD8",2020-08-16,36
"RD8",2020-08-17,44
"RD8",2020-08-18,48
"RD8",2020-08-19,47
"RD8",2020-08-20,46
"RD8",2020-08-21,56
"RD8",2020-08-22,19
"RD8",2020-08-23,43
"RD8",2020-08-24,49
"RD8",2020-08-25,59
"RD8",2020-08-26,59
"RD8",2020-08-27,59
"RD8",2020-08-28,51
"RD8",2020-08-29,39
"RD8",2020-08-30,44
"RD8",2020-08-31,56
"RD8",2020-09-01,70
"RD8",2020-09-02,119
"RD8",2020-09-03,102
"RD8",2020-09-04,126
"RD8",2020-09-05,60
"RD8",2020-09-06,58
"RD8",2020-09-07,137
"RD8",2020-09-08,127
"RD8",2020-09-09,131
"RD8",2020-09-10,157
"RD8",2020-09-11,159
"RD8",2020-09-12,108
"RD8",2020-09-13,82
"RD8",2020-09-14,186
"RD8",2020-09-15,204
"RD8",2020-09-16,188
"RD8",2020-09-17,189
"RD8",2020-09-18,190
"RD8",2020-09-19,142
"RD8",2020-09-20,88
"RD8",2020-09-21,173
"RD8",2020-09-22,190
"RD8",2020-09-23,194
"RD8",2020-09-24,181
"RD8",2020-09-25,208
"RD8",2020-09-26,95
"RD8",2020-09-27,75
"RD8",2020-09-28,188
"RD8",2020-09-29,160
"RD8",2020-09-30,180
"RD8",2020-10-01,196
"RD8",2020-10-02,195
"RD8",2020-10-03,102
"RD8",2020-10-04,100
"RD8",2020-10-05,173
"RD8",2020-10-06,194
"RD8",2020-10-07,175
"RD8",2020-10-08,206
"RD8",2020-10-09,165
"RD8",2020-10-10,89
"RD8",2020-10-11,64
"RD8",2020-10-12,189
"RD8",2020-10-13,174
"RD8",2020-10-14,171
"RD8",2020-10-15,173
"RD8",2020-10-16,184
"RD8",2020-10-17,109
"RD8",2020-10-18,109
"RD8",2020-10-19,178
"RD8",2020-10-20,220
"RD8",2020-10-21,152
"RD8",2020-10-22,199
"RD8",2020-10-23,195
"RD8",2020-10-24,86
"RD8",2020-10-25,88
"RD8",2020-10-26,196
"RD8",2020-10-27,186
"RD8",2020-10-28,203
"RD8",2020-10-29,176
"RD8",2020-10-30,203
"RD8",2020-10-31,121
"RD8",2020-11-01,86
"RD8",2020-11-02,203
"RD8",2020-11-03,204
"RD8",2020-11-04,204
"RD8",2020-11-05,194
"RD8",2020-11-06,189
"RD8",2020-11-07,113
"RD8",2020-11-08,99
"RD8",2020-11-09,200
"RD8",2020-11-10,215
"RD8",2020-11-11,200
"RD8",2020-11-12,213
"RD8",2020-11-13,183
"RD8",2020-11-14,106
"RD8",2020-11-15,76
"RD8",2020-11-16,201
"RD8",2020-11-17,216
"RD8",2020-11-18,166
"RD8",2020-11-19,191
"RD8",2020-11-20,186
"RD8",2020-11-21,107
"RD8",2020-11-22,100
"RD8",2020-11-23,202
"RD8",2020-11-24,204
"RD8",2020-11-25,209
"RD8",2020-11-26,210
"RD8",2020-11-27,194
"RD8",2020-11-28,104
"RD8",2020-11-29,75
"RD8",2020-11-30,189
"RD8",2020-12-01,218
"RD8",2020-12-02,187
"RD8",2020-12-03,205
"RD8",2020-12-04,191
"RD8",2020-12-05,100
"RD8",2020-12-06,85
"RD8",2020-12-07,185
"RD8",2020-12-08,212
"RD8",2020-12-09,189
"RD8",2020-12-10,189
"RD8",2020-12-11,179
"RD8",2020-12-12,94
"RD8",2020-12-13,83
"RD8",2020-12-14,193
"RD8",2020-12-15,210
"RD8",2020-12-16,184
"RD8",2020-12-17,203
"RD8",2020-12-18,187
"RD8",2020-12-19,98
"RD8",2020-12-20,94
"RD8",2020-12-21,190
"RD8",2020-12-22,196
"RD8",2020-12-23,169
"RD8",2020-12-24,145
"RD8",2020-12-25,74
"RD8",2020-12-26,68
"RD8",2020-12-27,80
"RD8",2020-12-28,91
"RD8",2020-12-29,149
"RD8",2020-12-30,182
"RD8",2020-12-31,171
"RD8",2021-01-01,79
"RD8",2021-01-02,77
"RD8",2021-01-03,100
"RD8",2021-01-04,161
"RD8",2021-01-05,195
"RD8",2021-01-06,191
"RD8",2021-01-07,186
"RD8",2021-01-08,165
"RD8",2021-01-09,101
"RD8",2021-01-10,79
"RD8",2021-01-11,165
"RD8",2021-01-12,181
"RD8",2021-01-13,172
"RD8",2021-01-14,175
"RD8",2021-01-15,180
"RD8",2021-01-16,109
"RD8",2021-01-17,80
"RD8",2021-01-18,190
"RD8",2021-01-19,169
"RD8",2021-01-20,183
"RD8",2021-01-21,196
"RD8",2021-01-22,164
"RD8",2021-01-23,101
"RD8",2021-01-24,73
"RD8",2021-01-25,170
"RD8",2021-01-26,198
"RD8",2021-01-27,156
"RD8",2021-01-28,193
"RD8",2021-01-29,164
"RD8",2021-01-30,84
"RD8",2021-01-31,74
"RD8",2021-02-01,182
"RD8",2021-02-02,187
"RD8",2021-02-03,188
"RD8",2021-02-04,190
"RD8",2021-02-05,146
"RD8",2021-02-06,104
"RD8",2021-02-07,68
"RD8",2021-02-08,185
"RD8",2021-02-09,186
"RD8",2021-02-10,185
"RD8",2021-02-11,200
"RD8",2021-02-12,172
"RD8",2021-02-13,102
"RD8",2021-02-14,66
"RD8",2021-02-15,170
"RD8",2021-02-16,208
"RD8",2021-02-17,186
"RDE",2020-06-11,443
"RDE",2020-06-12,405
"RDE",2020-06-13,228
"RDE",2020-06-14,217
"RDE",2020-06-15,451
"RDE",2020-06-16,472
"RDE",2020-06-17,479
"RDE",2020-06-18,478
"RDE",2020-06-19,453
"RDE",2020-06-20,202
"RDE",2020-06-21,210
"RDE",2020-06-22,481
"RDE",2020-06-23,458
"RDE",2020-06-24,442
"RDE",2020-06-25,474
"RDE",2020-06-26,509
"RDE",2020-06-27,241
"RDE",2020-06-28,245
"RDE",2020-06-29,492
"RDE",2020-06-30,524
"RDE",2020-07-01,500
"RDE",2020-07-02,475
"RDE",2020-07-03,474
"RDE",2020-07-04,244
"RDE",2020-07-05,205
"RDE",2020-07-06,495
"RDE",2020-07-07,504
"RDE",2020-07-08,511
"RDE",2020-07-09,533
"RDE",2020-07-10,478
"RDE",2020-07-11,216
"RDE",2020-07-12,257
"RDE",2020-07-13,517
"RDE",2020-07-14,506
"RDE",2020-07-15,517
"RDE",2020-07-16,541
"RDE",2020-07-17,523
"RDE",2020-07-18,235
"RDE",2020-07-19,240
"RDE",2020-07-20,556
"RDE",2020-07-21,507
"RDE",2020-07-22,534
"RDE",2020-07-23,572
"RDE",2020-07-24,538
"RDE",2020-07-25,279
"RDE",2020-07-26,245
"RDE",2020-07-27,531
"RDE",2020-07-28,524
"RDE",2020-07-29,545
"RDE",2020-07-30,533
"RDE",2020-07-31,510
"RDE",2020-08-01,251
"RDE",2020-08-02,241
"RDE",2020-08-03,579
"RDE",2020-08-04,537
"RDE",2020-08-05,539
"RDE",2020-08-06,564
"RDE",2020-08-07,556
"RDE",2020-08-08,257
"RDE",2020-08-09,288
"RDE",2020-08-10,567
"RDE",2020-08-11,537
"RDE",2020-08-12,595
"RDE",2020-08-13,596
"RDE",2020-08-14,566
"RDE",2020-08-15,256
"RDE",2020-08-16,272
"RDE",2020-08-17,619
"RDE",2020-08-18,564
"RDE",2020-08-19,574
"RDE",2020-08-20,573
"RDE",2020-08-21,581
"RDE",2020-08-22,252
"RDE",2020-08-23,236
"RDE",2020-08-24,613
"RDE",2020-08-25,566
"RDE",2020-08-26,589
"RDE",2020-08-27,602
"RDE",2020-08-28,551
"RDE",2020-08-29,293
"RDE",2020-08-30,253
"RDE",2020-08-31,282
"RDE",2020-09-01,616
"RDE",2020-09-02,577
"RDE",2020-09-03,580
"RDE",2020-09-04,537
"RDE",2020-09-05,321
"RDE",2020-09-06,297
"RDE",2020-09-07,581
"RDE",2020-09-08,576
"RDE",2020-09-09,613
"RDE",2020-09-10,577
"RDE",2020-09-11,577
"RDE",2020-09-12,308
"RDE",2020-09-13,278
"RDE",2020-09-14,577
"RDE",2020-09-15,558
"RDE",2020-09-16,637
"RDE",2020-09-17,608
"RDE",2020-09-18,582
"RDE",2020-09-19,320
"RDE",2020-09-20,291
"RDE",2020-09-21,574
"RDE",2020-09-22,601
"RDE",2020-09-23,642
"RDE",2020-09-24,553
"RDE",2020-09-25,577
"RDE",2020-09-26,344
"RDE",2020-09-27,283
"RDE",2020-09-28,580
"RDE",2020-09-29,589
"RDE",2020-09-30,616
"RDE",2020-10-01,641
"RDE",2020-10-02,585
"RDE",2020-10-03,369
"RDE",2020-10-04,301
"RDE",2020-10-05,611
"RDE",2020-10-06,616
"RDE",2020-10-07,638
"RDE",2020-10-08,603
"RDE",2020-10-09,582
"RDE",2020-10-10,348
"RDE",2020-10-11,303
"RDE",2020-10-12,627
"RDE",2020-10-13,551
"RDE",2020-10-14,601
"RDE",2020-10-15,666
"RDE",2020-10-16,636
"RDE",2020-10-17,335
"RDE",2020-10-18,302
"RDE",2020-10-19,665
"RDE",2020-10-20,600
"RDE",2020-10-21,638
"RDE",2020-10-22,617
"RDE",2020-10-23,605
"RDE",2020-10-24,342
"RDE",2020-10-25,325
"RDE",2020-10-26,640
"RDE",2020-10-27,615
"RDE",2020-10-28,589
"RDE",2020-10-29,633
"RDE",2020-10-30,570
"RDE",2020-10-31,338
"RDE",2020-11-01,273
"RDE",2020-11-02,615
"RDE",2020-11-03,594
"RDE",2020-11-04,586
"RDE",2020-11-05,592
"RDE",2020-11-06,593
"RDE",2020-11-07,353
"RDE",2020-11-08,326
"RDE",2020-11-09,639
"RDE",2020-11-10,631
"RDE",2020-11-11,623
"RDE",2020-11-12,616
"RDE",2020-11-13,583
"RDE",2020-11-14,321
"RDE",2020-11-15,332
"RDE",2020-11-16,633
"RDE",2020-11-17,600
"RDE",2020-11-18,672
"RDE",2020-11-19,630
"RDE",2020-11-20,586
"RDE",2020-11-21,384
"RDE",2020-11-22,311
"RDE",2020-11-23,623
"RDE",2020-11-24,594
"RDE",2020-11-25,553
"RDE",2020-11-26,648
"RDE",2020-11-27,542
"RDE",2020-11-28,361
"RDE",2020-11-29,270
"RDE",2020-11-30,582
"RDE",2020-12-01,575
"RDE",2020-12-02,598
"RDE",2020-12-03,653
"RDE",2020-12-04,599
"RDE",2020-12-05,339
"RDE",2020-12-06,258
"RDE",2020-12-07,621
"RDE",2020-12-08,581
"RDE",2020-12-09,604
"RDE",2020-12-10,607
"RDE",2020-12-11,579
"RDE",2020-12-12,354
"RDE",2020-12-13,331
"RDE",2020-12-14,614
"RDE",2020-12-15,545
"RDE",2020-12-16,621
"RDE",2020-12-17,531
"RDE",2020-12-18,522
"RDE",2020-12-19,343
"RDE",2020-12-20,276
"RDE",2020-12-21,514
"RDE",2020-12-22,514
"RDE",2020-12-23,533
"RDE",2020-12-24,403
"RDE",2020-12-25,149
"RDE",2020-12-26,179
"RDE",2020-12-27,210
"RDE",2020-12-28,275
"RDE",2020-12-29,482
"RDE",2020-12-30,491
"RDE",2020-12-31,463
"RDE",2021-01-01,200
"RDE",2021-01-02,267
"RDE",2021-01-03,241
"RDE",2021-01-04,457
"RDE",2021-01-05,500
"RDE",2021-01-06,486
"RDE",2021-01-07,491
"RDE",2021-01-08,451
"RDE",2021-01-09,280
"RDE",2021-01-10,226
"RDE",2021-01-11,455
"RDE",2021-01-12,451
"RDE",2021-01-13,439
"RDE",2021-01-14,461
"RDE",2021-01-15,404
"RDE",2021-01-16,251
"RDE",2021-01-17,216
"RDE",2021-01-18,477
"RDE",2021-01-19,494
"RDE",2021-01-20,445
"RDE",2021-01-21,496
"RDE",2021-01-22,454
"RDE",2021-01-23,282
"RDE",2021-01-24,186
"RDE",2021-01-25,454
"RDE",2021-01-26,449
"RDE",2021-01-27,478
"RDE",2021-01-28,493
"RDE",2021-01-29,475
"RDE",2021-01-30,304
"RDE",2021-01-31,259
"RDE",2021-02-01,452
"RDE",2021-02-02,455
"RDE",2021-02-03,479
"RDE",2021-02-04,467
"RDE",2021-02-05,491
"RDE",2021-02-06,284
"RDE",2021-02-07,219
"RDE",2021-02-08,381
"RDE",2021-02-09,406
"RDE",2021-02-10,472
"RDE",2021-02-11,452
"RDE",2021-02-12,497
"RDE",2021-02-13,268
"RDE",2021-02-14,235
"RDE",2021-02-15,479
"RDE",2021-02-16,509
"RDE",2021-02-17,471
"RDU",2020-06-11,396
"RDU",2020-06-12,361
"RDU",2020-06-13,210
"RDU",2020-06-14,213
"RDU",2020-06-15,397
"RDU",2020-06-16,450
"RDU",2020-06-17,420
"RDU",2020-06-18,425
"RDU",2020-06-19,438
"RDU",2020-06-20,232
"RDU",2020-06-21,201
"RDU",2020-06-22,379
"RDU",2020-06-23,432
"RDU",2020-06-24,420
"RDU",2020-06-25,420
"RDU",2020-06-26,413
"RDU",2020-06-27,224
"RDU",2020-06-28,200
"RDU",2020-06-29,390
"RDU",2020-06-30,430
"RDU",2020-07-01,438
"RDU",2020-07-02,470
"RDU",2020-07-03,431
"RDU",2020-07-04,163
"RDU",2020-07-05,183
"RDU",2020-07-06,458
"RDU",2020-07-07,452
"RDU",2020-07-08,458
"RDU",2020-07-09,495
"RDU",2020-07-10,434
"RDU",2020-07-11,211
"RDU",2020-07-12,204
"RDU",2020-07-13,460
"RDU",2020-07-14,480
"RDU",2020-07-15,465
"RDU",2020-07-16,500
"RDU",2020-07-17,501
"RDU",2020-07-18,220
"RDU",2020-07-19,207
"RDU",2020-07-20,438
"RDU",2020-07-21,506
"RDU",2020-07-22,524
"RDU",2020-07-23,502
"RDU",2020-07-24,475
"RDU",2020-07-25,223
"RDU",2020-07-26,200
"RDU",2020-07-27,455
"RDU",2020-07-28,471
"RDU",2020-07-29,490
"RDU",2020-07-30,536
"RDU",2020-07-31,437
"RDU",2020-08-01,230
"RDU",2020-08-02,197
"RDU",2020-08-03,449
"RDU",2020-08-04,495
"RDU",2020-08-05,497
"RDU",2020-08-06,497
"RDU",2020-08-07,480
"RDU",2020-08-08,237
"RDU",2020-08-09,234
"RDU",2020-08-10,478
"RDU",2020-08-11,477
"RDU",2020-08-12,482
"RDU",2020-08-13,529
"RDU",2020-08-14,523
"RDU",2020-08-15,299
"RDU",2020-08-16,192
"RDU",2020-08-17,483
"RDU",2020-08-18,533
"RDU",2020-08-19,455
"RDU",2020-08-20,565
"RDU",2020-08-21,491
"RDU",2020-08-22,253
"RDU",2020-08-23,193
"RDU",2020-08-24,461
"RDU",2020-08-25,521
"RDU",2020-08-26,508
"RDU",2020-08-27,501
"RDU",2020-08-28,495
"RDU",2020-08-29,288
"RDU",2020-08-30,215
"RDU",2020-08-31,281
"RDU",2020-09-01,559
"RDU",2020-09-02,519
"RDU",2020-09-03,550
"RDU",2020-09-04,562
"RDU",2020-09-05,237
"RDU",2020-09-06,209
"RDU",2020-09-07,523
"RDU",2020-09-08,561
"RDU",2020-09-09,580
"RDU",2020-09-10,549
"RDU",2020-09-11,541
"RDU",2020-09-12,299
"RDU",2020-09-13,256
"RDU",2020-09-14,614
"RDU",2020-09-15,593
"RDU",2020-09-16,656
"RDU",2020-09-17,516
"RDU",2020-09-18,536
"RDU",2020-09-19,296
"RDU",2020-09-20,280
"RDU",2020-09-21,577
"RDU",2020-09-22,629
"RDU",2020-09-23,616
"RDU",2020-09-24,547
"RDU",2020-09-25,556
"RDU",2020-09-26,326
"RDU",2020-09-27,235
"RDU",2020-09-28,576
"RDU",2020-09-29,593
"RDU",2020-09-30,586
"RDU",2020-10-01,537
"RDU",2020-10-02,555
"RDU",2020-10-03,283
"RDU",2020-10-04,213
"RDU",2020-10-05,565
"RDU",2020-10-06,607
"RDU",2020-10-07,532
"RDU",2020-10-08,577
"RDU",2020-10-09,547
"RDU",2020-10-10,281
"RDU",2020-10-11,224
"RDU",2020-10-12,578
"RDU",2020-10-13,476
"RDU",2020-10-14,616
"RDU",2020-10-15,576
"RDU",2020-10-16,551
"RDU",2020-10-17,304
"RDU",2020-10-18,227
"RDU",2020-10-19,556
"RDU",2020-10-20,595
"RDU",2020-10-21,595
"RDU",2020-10-22,575
"RDU",2020-10-23,549
"RDU",2020-10-24,278
"RDU",2020-10-25,260
"RDU",2020-10-26,539
"RDU",2020-10-27,604
"RDU",2020-10-28,537
"RDU",2020-10-29,559
"RDU",2020-10-30,531
"RDU",2020-10-31,286
"RDU",2020-11-01,221
"RDU",2020-11-02,550
"RDU",2020-11-03,580
"RDU",2020-11-04,597
"RDU",2020-11-05,559
"RDU",2020-11-06,588
"RDU",2020-11-07,238
"RDU",2020-11-08,238
"RDU",2020-11-09,593
"RDU",2020-11-10,597
"RDU",2020-11-11,644
"RDU",2020-11-12,569
"RDU",2020-11-13,536
"RDU",2020-11-14,233
"RDU",2020-11-15,228
"RDU",2020-11-16,597
"RDU",2020-11-17,631
"RDU",2020-11-18,470
"RDU",2020-11-19,588
"RDU",2020-11-20,573
"RDU",2020-11-21,326
"RDU",2020-11-22,230
"RDU",2020-11-23,626
"RDU",2020-11-24,600
"RDU",2020-11-25,571
"RDU",2020-11-26,602
"RDU",2020-11-27,595
"RDU",2020-11-28,292
"RDU",2020-11-29,227
"RDU",2020-11-30,605
"RDU",2020-12-01,609
"RDU",2020-12-02,610
"RDU",2020-12-03,591
"RDU",2020-12-04,550
"RDU",2020-12-05,276
"RDU",2020-12-06,237
"RDU",2020-12-07,577
"RDU",2020-12-08,578
"RDU",2020-12-09,575
"RDU",2020-12-10,578
"RDU",2020-12-11,593
"RDU",2020-12-12,289
"RDU",2020-12-13,214
"RDU",2020-12-14,556
"RDU",2020-12-15,601
"RDU",2020-12-16,603
"RDU",2020-12-17,456
"RDU",2020-12-18,565
"RDU",2020-12-19,240
"RDU",2020-12-20,207
"RDU",2020-12-21,475
"RDU",2020-12-22,488
"RDU",2020-12-23,491
"RDU",2020-12-24,404
"RDU",2020-12-25,158
"RDU",2020-12-26,183
"RDU",2020-12-27,247
"RDU",2020-12-28,280
"RDU",2020-12-29,467
"RDU",2020-12-30,466
"RDU",2020-12-31,446
"RDU",2021-01-01,207
"RDU",2021-01-02,271
"RDU",2021-01-03,199
"RDU",2021-01-04,401
"RDU",2021-01-05,434
"RDU",2021-01-06,424
"RDU",2021-01-07,438
"RDU",2021-01-08,424
"RDU",2021-01-09,222
"RDU",2021-01-10,211
"RDU",2021-01-11,378
"RDU",2021-01-12,428
"RDU",2021-01-13,395
"RDU",2021-01-14,400
"RDU",2021-01-15,387
"RDU",2021-01-16,237
"RDU",2021-01-17,222
"RDU",2021-01-18,394
"RDU",2021-01-19,452
"RDU",2021-01-20,448
"RDU",2021-01-21,406
"RDU",2021-01-22,402
"RDU",2021-01-23,279
"RDU",2021-01-24,213
"RDU",2021-01-25,387
"RDU",2021-01-26,432
"RDU",2021-01-27,436
"RDU",2021-01-28,467
"RDU",2021-01-29,442
"RDU",2021-01-30,226
"RDU",2021-01-31,247
"RDU",2021-02-01,408
"RDU",2021-02-02,439
"RDU",2021-02-03,443
"RDU",2021-02-04,454
"RDU",2021-02-05,392
"RDU",2021-02-06,224
"RDU",2021-02-07,213
"RDU",2021-02-08,395
"RDU",2021-02-09,432
"RDU",2021-02-10,458
"RDU",2021-02-11,414
"RDU",2021-02-12,440
"RDU",2021-02-13,238
"RDU",2021-02-14,232
"RDU",2021-02-15,445
"RDU",2021-02-16,480
"RDU",2021-02-17,459
"RDZ",2020-06-11,210
"RDZ",2020-06-12,247
"RDZ",2020-06-13,105
"RDZ",2020-06-14,96
"RDZ",2020-06-15,229
"RDZ",2020-06-16,236
"RDZ",2020-06-17,237
"RDZ",2020-06-18,248
"RDZ",2020-06-19,233
"RDZ",2020-06-20,130
"RDZ",2020-06-21,109
"RDZ",2020-06-22,229
"RDZ",2020-06-23,240
"RDZ",2020-06-24,240
"RDZ",2020-06-25,228
"RDZ",2020-06-26,246
"RDZ",2020-06-27,132
"RDZ",2020-06-28,121
"RDZ",2020-06-29,281
"RDZ",2020-06-30,284
"RDZ",2020-07-01,294
"RDZ",2020-07-02,268
"RDZ",2020-07-03,276
"RDZ",2020-07-04,130
"RDZ",2020-07-05,113
"RDZ",2020-07-06,264
"RDZ",2020-07-07,241
"RDZ",2020-07-08,271
"RDZ",2020-07-09,257
"RDZ",2020-07-10,256
"RDZ",2020-07-11,136
"RDZ",2020-07-12,128
"RDZ",2020-07-13,286
"RDZ",2020-07-14,294
"RDZ",2020-07-15,279
"RDZ",2020-07-16,278
"RDZ",2020-07-17,289
"RDZ",2020-07-18,165
"RDZ",2020-07-19,116
"RDZ",2020-07-20,286
"RDZ",2020-07-21,291
"RDZ",2020-07-22,282
"RDZ",2020-07-23,279
"RDZ",2020-07-24,258
"RDZ",2020-07-25,174
"RDZ",2020-07-26,104
"RDZ",2020-07-27,311
"RDZ",2020-07-28,302
"RDZ",2020-07-29,297
"RDZ",2020-07-30,310
"RDZ",2020-07-31,273
"RDZ",2020-08-01,105
"RDZ",2020-08-02,84
"RDZ",2020-08-03,288
"RDZ",2020-08-04,339
"RDZ",2020-08-05,332
"RDZ",2020-08-06,300
"RDZ",2020-08-07,297
"RDZ",2020-08-08,162
"RDZ",2020-08-09,100
"RDZ",2020-08-10,361
"RDZ",2020-08-11,317
"RDZ",2020-08-12,311
"RDZ",2020-08-13,310
"RDZ",2020-08-14,316
"RDZ",2020-08-15,149
"RDZ",2020-08-16,94
"RDZ",2020-08-17,325
"RDZ",2020-08-18,320
"RDZ",2020-08-19,321
"RDZ",2020-08-20,322
"RDZ",2020-08-21,317
"RDZ",2020-08-22,122
"RDZ",2020-08-23,110
"RDZ",2020-08-24,323
"RDZ",2020-08-25,309
"RDZ",2020-08-26,304
"RDZ",2020-08-27,297
"RDZ",2020-08-28,326
"RDZ",2020-08-29,155
"RDZ",2020-08-30,139
"RDZ",2020-08-31,113
"RDZ",2020-09-01,317
"RDZ",2020-09-02,325
"RDZ",2020-09-03,300
"RDZ",2020-09-04,356
"RDZ",2020-09-05,148
"RDZ",2020-09-06,127
"RDZ",2020-09-07,354
"RDZ",2020-09-08,341
"RDZ",2020-09-09,306
"RDZ",2020-09-10,315
"RDZ",2020-09-11,302
"RDZ",2020-09-12,141
"RDZ",2020-09-13,116
"RDZ",2020-09-14,357
"RDZ",2020-09-15,334
"RDZ",2020-09-16,338
"RDZ",2020-09-17,338
"RDZ",2020-09-18,322
"RDZ",2020-09-19,149
"RDZ",2020-09-20,138
"RDZ",2020-09-21,359
"RDZ",2020-09-22,348
"RDZ",2020-09-23,356
"RDZ",2020-09-24,334
"RDZ",2020-09-25,335
"RDZ",2020-09-26,217
"RDZ",2020-09-27,123
"RDZ",2020-09-28,355
"RDZ",2020-09-29,362
"RDZ",2020-09-30,353
"RDZ",2020-10-01,355
"RDZ",2020-10-02,353
"RDZ",2020-10-03,147
"RDZ",2020-10-04,89
"RDZ",2020-10-05,376
"RDZ",2020-10-06,351
"RDZ",2020-10-07,344
"RDZ",2020-10-08,336
"RDZ",2020-10-09,328
"RDZ",2020-10-10,136
"RDZ",2020-10-11,102
"RDZ",2020-10-12,355
"RDZ",2020-10-13,347
"RDZ",2020-10-14,380
"RDZ",2020-10-15,309
"RDZ",2020-10-16,329
"RDZ",2020-10-17,143
"RDZ",2020-10-18,84
"RDZ",2020-10-19,332
"RDZ",2020-10-20,341
"RDZ",2020-10-21,376
"RDZ",2020-10-22,327
"RDZ",2020-10-23,347
"RDZ",2020-10-24,180
"RDZ",2020-10-25,101
"RDZ",2020-10-26,325
"RDZ",2020-10-27,348
"RDZ",2020-10-28,322
"RDZ",2020-10-29,307
"RDZ",2020-10-30,335
"RDZ",2020-10-31,128
"RDZ",2020-11-01,103
"RDZ",2020-11-02,375
"RDZ",2020-11-03,326
"RDZ",2020-11-04,345
"RDZ",2020-11-05,349
"RDZ",2020-11-06,335
"RDZ",2020-11-07,170
"RDZ",2020-11-08,112
"RDZ",2020-11-09,341
"RDZ",2020-11-10,346
"RDZ",2020-11-11,347
"RDZ",2020-11-12,330
"RDZ",2020-11-13,294
"RDZ",2020-11-14,109
"RDZ",2020-11-15,94
"RDZ",2020-11-16,348
"RDZ",2020-11-17,364
"RDZ",2020-11-18,361
"RDZ",2020-11-19,303
"RDZ",2020-11-20,354
"RDZ",2020-11-21,141
"RDZ",2020-11-22,102
"RDZ",2020-11-23,363
"RDZ",2020-11-24,340
"RDZ",2020-11-25,362
"RDZ",2020-11-26,353
"RDZ",2020-11-27,312
"RDZ",2020-11-28,160
"RDZ",2020-11-29,101
"RDZ",2020-11-30,381
"RDZ",2020-12-01,356
"RDZ",2020-12-02,336
"RDZ",2020-12-03,328
"RDZ",2020-12-04,348
"RDZ",2020-12-05,146
"RDZ",2020-12-06,98
"RDZ",2020-12-07,380
"RDZ",2020-12-08,324
"RDZ",2020-12-09,337
"RDZ",2020-12-10,329
